Time [s], Analyzer Name, Decoded Protocol Result
6.917347000000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST='5' (0x5) (AudioSystem)
6.936789000000000,HDMI CEC,End of Message = 0
6.939216000000000,HDMI CEC,Acknowledgment = 1
6.941644000000000,HDMI CEC,Opcode } (0x7D) (GiveSystemAudioModeStatus)
6.961068000000000,HDMI CEC,End of Message = 1
6.963497000000000,HDMI CEC,Acknowledgment = 1
6.972205500000000,HDMI CEC,Start Sequence
6.976707500000000,HDMI CEC,Header SRC='5' (0x5) (AudioSystem), DST='0' (0x0) (TV)
6.995913000000000,HDMI CEC,End of Message = 0
6.998314000000000,HDMI CEC,Acknowledgment = 1
7.000715000000000,HDMI CEC,Opcode ~ (0x7E) (SystemAudioModeStatus)
7.019920500000000,HDMI CEC,End of Message = 0
7.022321000000000,HDMI CEC,Acknowledgment = 1
7.043928000000000,HDMI CEC,End of Message = 1
7.046328500000000,HDMI CEC,Acknowledgment = 1
7.517383500000000,HDMI CEC,Start Sequence
7.521922500000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST='5' (0x5) (AudioSystem)
7.541292000000000,HDMI CEC,End of Message = 0
7.543712500000000,HDMI CEC,Acknowledgment = 1
7.546131000000000,HDMI CEC,Opcode F (0x46) (GiveOsdName)
7.565494500000000,HDMI CEC,End of Message = 1
7.567912500000000,HDMI CEC,Acknowledgment = 1
7.577422000000000,HDMI CEC,Start Sequence
7.581924000000000,HDMI CEC,Header SRC='5' (0x5) (AudioSystem), DST='0' (0x0) (TV)
7.601130000000000,HDMI CEC,End of Message = 0
7.603530500000000,HDMI CEC,Acknowledgment = 1
7.605931500000000,HDMI CEC,Opcode G (0x47) (SetOsdName)
7.625137000000000,HDMI CEC,End of Message = 0
7.627538000000000,HDMI CEC,Acknowledgment = 1
7.649144500000000,HDMI CEC,End of Message = 0
7.651545000000000,HDMI CEC,Acknowledgment = 1
7.673151500000000,HDMI CEC,End of Message = 0
7.675552500000000,HDMI CEC,Acknowledgment = 1
7.697159000000000,HDMI CEC,End of Message = 0
7.699559500000000,HDMI CEC,Acknowledgment = 1
7.721166500000000,HDMI CEC,End of Message = 0
7.723567000000000,HDMI CEC,Acknowledgment = 1
7.745173500000000,HDMI CEC,End of Message = 0
7.747574500000000,HDMI CEC,Acknowledgment = 1
7.769181000000000,HDMI CEC,End of Message = 1
7.771581500000000,HDMI CEC,Acknowledgment = 1
16.560036000000000,HDMI CEC,Start Sequence
16.564585000000001,HDMI CEC,Header SRC='0' (0x0) (TV), DST='15' (0xF) (Unreg/Bcast)
16.583981500000000,HDMI CEC,End of Message = 0
16.586403499999999,HDMI CEC,Acknowledgment = 0
16.588826000000001,HDMI CEC,Opcode '130' (0x82) (ActiveSource)
16.608205500000000,HDMI CEC,End of Message = 0
16.610627999999998,HDMI CEC,Acknowledgment = 0
16.632448000000000,HDMI CEC,End of Message = 0
16.634873500000001,HDMI CEC,Acknowledgment = 0
16.656702500000002,HDMI CEC,End of Message = 1
16.659125000000000,HDMI CEC,Acknowledgment = 0
